      Time timeStamp  senderId    seqNum   msgSize
    14.047    14.041         1      1385        64
    14.068    14.067         1      1388        64
    14.097    14.096         1      1395        64
    14.100    14.099         1      1396        64
    14.102    14.099         1      1397        64
    14.135    14.134         1      1402        64
    14.157    14.156         1      1404        64
    14.172    14.171         1      1405        64
    14.198    14.197         1      1407        64
    14.248    14.247         1      1409        64
    14.580    14.570         1      1436        64
    14.642    14.639         1      1443        64
    14.713    14.708         1      1450        64
    14.722    14.721         1      1451        64
    15.003    15.002         1      1476        64
    15.032    15.031         1      1478        64
    15.035    15.032         1      1479        64
    15.051    15.050         1      1481        64
    15.099    15.098         1      1488        64
    15.175    15.174         1      1496        64
    15.235    15.233         1      1505        64
    15.271    15.270         1      1508        64
    15.290    15.289         1      1509        64
    15.298    15.296         1      1510        64
    15.325    15.323         1      1514        64
    15.350    15.349         1      1516        64
    15.386    15.385         1      1521        64
    15.424    15.423         1      1526        64
    15.437    15.436         1      1528        64
    15.559    15.558         1      1536        64
    15.771    15.770         1      1558        64
    15.790    15.789         1      1561        64
    15.920    15.919         1      1569        64
    15.962    15.958         1      1575        64
    16.032    16.031         1      1584        64
    16.062    16.061         1      1590        64
    16.064    16.063         1      1591        64
    16.067    16.066         1      1592        64
    16.099    16.098         1      1595        64
    16.114    16.113         1      1597        64
    16.182    16.181         1      1605        64
    16.429    16.428         1      1624        64
    16.455    16.454         1      1628        64
    16.461    16.455         1      1629        64
    16.480    16.479         1      1633        64
    16.589    16.588         1      1644        64
    16.678    16.677         1      1652        64
    16.749    16.748         1      1656        64
    16.851    16.850         1      1666        64
    17.049    17.048         1      1681        64
    17.213    17.211         1      1695        64
    17.480    17.479         1      1718        64
    17.570    17.569         1      1728        64
    17.597    17.596         1      1732        64
    17.635    17.634         1      1736        64
    17.642    17.637         1      1738        64
    17.668    17.667         1      1741        64
    17.820    17.819         1      1758        64
    17.852    17.850         1      1764        64
    17.953    17.952         1      1775        64
    18.031    18.029         1      1782        64
    18.063    18.062         1      1784        64
    18.243    18.242         1      1804        64
    18.310    18.309         1      1812        64
    18.354    18.347         1      1818        64
    18.417    18.416         1      1823        64
    18.428    18.427         1      1825        64
    18.481    18.476         1      1830        64
    18.492    18.491         1      1831        64
    18.550    18.548         1      1842        64
    18.591    18.589         1      1848        64
    18.628    18.627         1      1850        64
    18.718    18.717         1      1858        64
    18.759    18.758         1      1864        64
    18.825    18.823         1      1874        64
    18.909    18.908         1      1879        64
    19.011    19.009         1      1887        64
    19.117    19.116         1      1899        64
    19.121    19.120         1      1900        64
    19.132    19.129         1      1902        64
    19.152    19.151         1      1903        64
    19.223    19.222         1      1908        64
    19.261    19.260         1      1912        64
    19.269    19.268         1      1914        64
    19.338    19.337         1      1922        64
    19.351    19.345         1      1925        64
    19.387    19.386         1      1929        64
    19.402    19.401         1      1931        64
    19.439    19.432         1      1942        64
    19.488    19.487         1      1945        64
    19.584    19.583         1      1954        64
    19.595    19.594         1      1956        64
    19.676    19.675         1      1963        64
    19.694    19.692         1      1966        64
    19.767    19.766         1      1976        64
    19.873    19.869         1      1991        64
    19.890    19.889         1      1996        64
    19.964    19.963         1      2003        64
    19.993    19.991         1      2006        64
    20.094    20.093         1      2015        64
    20.171    20.170         1      2024        64
    20.248    20.246         1      2033        64
    20.432    20.431         1      2052        64
    20.522    20.521         1      2061        64
    20.558    20.552         1      2067        64
    20.754    20.753         1      2093        64
    20.800    20.795         1      2099        64
    20.824    20.823         1      2104        64
    20.871    20.868         1      2110        64
    21.173    21.172         1      2147        64
    21.225    21.223         1      2152        64
    21.259    21.258         1      2155        64
    21.262    21.259         1      2156        64
    21.282    21.281         1      2158        64
    21.318    21.317         1      2160        64
    21.359    21.358         1      2162        64
    21.462    21.461         1      2171        64
    21.468    21.464         1      2173        64
    21.491    21.490         1      2177        64
    21.591    21.590         1      2187        64
    21.719    21.718         1      2203        64
    21.775    21.774         1      2207        64
    21.877    21.875         1      2218        64
    21.926    21.919         1      2225        64
    21.979    21.978         1      2231        64
    22.023    22.022         1      2239        64
    22.073    22.072         1      2246        64
    22.165    22.164         1      2255        64
    22.315    22.314         1      2269        64
    22.323    22.319         1      2271        64
    22.337    22.336         1      2274        64
    22.383    22.379         1      2280        64
    22.422    22.421         1      2282        64
    22.469    22.467         1      2289        64
    22.490    22.489         1      2293        64
    22.511    22.508         1      2296        64
    22.541    22.540         1      2302        64
    22.544    22.543         1      2303        64
    22.783    22.780         1      2327        64
    22.820    22.816         1      2333        64
    22.839    22.837         1      2335        64
    22.844    22.843         1      2336        64
    22.847    22.843         1      2337        64
    23.083    23.082         1      2362        64
    23.231    23.230         1      2375        64
    23.268    23.267         1      2381        64
    23.383    23.382         1      2393        64
    23.422    23.421         1      2397        64
    23.436    23.432         1      2399        64
    23.463    23.462         1      2401        64
    23.526    23.525         1      2410        64
    23.750    23.747         1      2432        64
    23.808    23.807         1      2438        64
    23.848    23.847         1      2443        64
    23.919    23.915         1      2450        64
    23.940    23.939         1      2451        64
    24.145    24.144         1      2467        64
    24.179    24.178         1      2469        64
    24.242    24.241         1      2475        64
    24.267    24.261         1      2480        64
    24.368    24.367         1      2489        64
    24.402    24.400         1      2491        64
    24.424    24.423         1      2494        64
    24.463    24.462         1      2498        64
    24.478    24.477         1      2499        64
    24.485    24.484         1      2500        64
    24.869    24.868         1      2535        64
    24.878    24.877         1      2537        64
    25.002    25.001         1      2550        64
    25.009    25.007         1      2551        64
    25.029    25.028         1      2554        64
    25.082    25.081         1      2561        64
    25.160    25.158         1      2565        64
    25.185    25.184         1      2566        64
    25.220    25.219         1      2572        64
    25.245    25.240         1      2576        64
    25.344    25.343         1      2582        64
    25.504    25.503         1      2600        64
    25.681    25.680         1      2619        64
    25.764    25.763         1      2626        64
    25.831    25.830         1      2632        64
    26.028    26.027         1      2649        64
    26.085    26.084         1      2657        64
    26.141    26.140         1      2663        64
    26.193    26.192         1      2666        64
    26.200    26.199         1      2667        64
    26.280    26.278         1      2678        64
    26.341    26.340         1      2682        64
    26.428    26.427         1      2697        64
    26.466    26.465         1      2701        64
    26.561    26.558         1      2713        64
    26.566    26.563         1      2715        64
    26.571    26.569         1      2716        64
    26.574    26.573         1      2717        64
    26.581    26.573         1      2719        64
    26.622    26.621         1      2726        64
    26.644    26.643         1      2728        64
    26.750    26.749         1      2738        64
    26.809    26.808         1      2745        64
    26.867    26.861         1      2758        64
    26.944    26.942         1      2766        64
    27.066    27.064         1      2779        64
    27.092    27.091         1      2784        64
    27.108    27.106         1      2785        64
    27.349    27.348         1      2802        64
    27.421    27.415         1      2810        64
    27.458    27.457         1      2816        64
    27.625    27.622         1      2826        64
    27.628    27.624         1      2827        64
    27.632    27.631         1      2828        64
    27.643    27.642         1      2829        64
    27.736    27.735         1      2837        64
    27.834    27.833         1      2841        64
    27.839    27.835         1      2842        64
    27.910    27.909         1      2851        64
    28.016    28.012         1      2862        64
    28.020    28.013         1      2863        64
    28.042    28.041         1      2866        64
    28.049    28.048         1      2867        64
    28.069    28.068         1      2869        64
    28.186    28.184         1      2876        64
    28.363    28.362         1      2893        64
    28.439    28.435         1      2905        64
    28.460    28.459         1      2906        64
    28.495    28.494         1      2910        64
    28.568    28.567         1      2916        64
    28.602    28.600         1      2920        64
    28.619    28.618         1      2922        64
    28.659    28.658         1      2924        64
    28.677    28.676         1      2926        64
    28.731    28.730         1      2931        64
    28.777    28.776         1      2935        64
    28.800    28.795         1      2937        64
    28.849    28.848         1      2942        64
    29.016    29.015         1      2957        64
    29.037    29.036         1      2959        64
    29.059    29.058         1      2962        64
    29.102    29.101         1      2967        64
    29.124    29.122         1      2970        64
    29.400    29.399         1      2994        64
    29.481    29.480         1      3001        64
    29.560    29.559         1      3010        64
    29.582    29.581         1      3013        64
    29.588    29.587         1      3014        64
    29.675    29.671         1      3022        64
    29.730    29.729         1      3030        64
    29.771    29.770         1      3033        64
    29.832    29.831         1      3037        64
    29.862    29.853         1      3041        64
    29.895    29.893         1      3043        64
    30.048    30.046         1      3061        64
    30.084    30.083         1      3065        64
    30.139    30.138         1      3070        64
    30.152    30.150         1      3071        64
    30.313    30.312         1      3084        64
    30.343    30.342         1      3087        64
    30.368    30.367         1      3090        64
    30.401    30.399         1      3093        64
    30.406    30.405         1      3094        64
    30.451    30.450         1      3099        64
    30.472    30.471         1      3102        64
    30.594    30.593         1      3110        64
    30.652    30.648         1      3120        64
    30.778    30.777         1      3134        64
    30.859    30.858         1      3141        64
    30.905    30.900         1      3148        64
    30.943    30.940         1      3152        64
    30.949    30.948         1      3153        64
    30.963    30.962         1      3155        64
    31.016    31.015         1      3158        64
    31.048    31.046         1      3161        64
    31.200    31.199         1      3172        64
    31.232    31.225         1      3178        64
    31.262    31.261         1      3183        64
    31.281    31.280         1      3184        64
    31.319    31.318         1      3189        64
    31.483    31.481         1      3203        64
    31.496    31.493         1      3207        64
    31.688    31.683         1      3226        64
    31.699    31.698         1      3228        64
    31.817    31.816         1      3236        64
    31.872    31.871         1      3241        64
    31.892    31.891         1      3242        64
    31.921    31.919         1      3246        64
    31.942    31.941         1      3250        64
    31.944    31.943         1      3251        64
    31.953    31.944         1      3252        64
    31.956    31.952         1      3253        64
    32.042    32.041         1      3258        64
    32.063    32.061         1      3260        64
    32.127    32.125         1      3262        64
    32.144    32.143         1      3265        64
    32.202    32.201         1      3267        64
    32.256    32.255         1      3274        64
    32.444    32.443         1      3296        64
    32.491    32.487         1      3300        64
    32.502    32.500         1      3303        64
    32.504    32.502         1      3304        64
    32.506    32.503         1      3305        64
    32.572    32.571         1      3310        64
    32.595    32.594         1      3313        64
    32.640    32.638         1      3315        64
    32.648    32.641         1      3318        64
    32.694    32.693         1      3320        64
    32.708    32.707         1      3321        64
    32.889    32.888         1      3337        64
    32.919    32.918         1      3341        64
    32.976    32.975         1      3345        64
    33.087    33.086         1      3352        64
    33.105    33.104         1      3357        64
    33.130    33.128         1      3363        64
    33.288    33.287         1      3375        64
    33.353    33.352         1      3380        64
    33.426    33.425         1      3389        64
    33.517    33.516         1      3396        64
    33.528    33.525         1      3400        64
    33.541    33.540         1      3401        64
    33.559    33.558         1      3402        64
    33.612    33.611         1      3407        64
    33.679    33.678         1      3418        64
    33.835    33.832         1      3436        64
    33.881    33.877         1      3442        64
    33.944    33.943         1      3447        64
    33.991    33.990         1      3449        64
    34.122    34.121         1      3466        64
    34.157    34.156         1      3467        64
    34.164    34.162         1      3468        64
    34.213    34.212         1      3472        64
    34.350    34.349         1      3483        64
    34.381    34.380         1      3486        64
    34.385    34.384         1      3487        64
    34.540    34.534         1      3508        64
    34.752    34.751         1      3528        64
    34.822    34.819         1      3536        64
    34.883    34.882         1      3541        64
    34.916    34.908         1      3546        64
    34.957    34.956         1      3550        64
    34.976    34.975         1      3552        64
    35.031    35.029         1      3559        64
    35.165    35.164         1      3569        64
    35.168    35.167         1      3570        64
    35.214    35.213         1      3574        64
    35.343    35.342         1      3589        64
    35.387    35.386         1      3593        64
    35.549    35.548         1      3609        64
    35.721    35.720         1      3625        64
    35.745    35.741         1      3628        64
    35.802    35.800         1      3634        64
    35.836    35.835         1      3638        64
    35.846    35.845         1      3639        64
    35.906    35.905         1      3645        64
    35.968    35.967         1      3652        64
    35.987    35.986         1      3653        64
    36.064    36.062         1      3660        64
    36.092    36.088         1      3665        64
    36.102    36.101         1      3668        64
    36.126    36.125         1      3672        64
    36.151    36.150         1      3678        64
    36.255    36.254         1      3691        64
    36.280    36.279         1      3694        64
    36.381    36.380         1      3707        64
    36.455    36.454         1      3714        64
    36.568    36.567         1      3726        64
    36.574    36.573         1      3727        64
    36.618    36.617         1      3733        64
    36.739    36.734         1      3739        64
    36.764    36.763         1      3743        64
    36.810    36.809         1      3751        64
    36.917    36.916         1      3761        64
    37.087    37.086         1      3778        64
    37.111    37.110         1      3783        64
    37.206    37.205         1      3793        64
    37.218    37.216         1      3794        64
    37.334    37.333         1      3808        64
    37.367    37.366         1      3814        64
    37.438    37.437         1      3826        64
    37.454    37.453         1      3828        64
    37.467    37.466         1      3831        64
    37.549    37.548         1      3841        64
    37.592    37.588         1      3850        64
    37.601    37.600         1      3853        64
    37.615    37.614         1      3855        64
    37.640    37.639         1      3861        64
    37.659    37.658         1      3863        64
    37.715    37.714         1      3867        64
    37.735    37.734         1      3870        64
    37.753    37.752         1      3871        64
    37.826    37.825         1      3879        64
    37.830    37.829         1      3880        64
    37.833    37.831         1      3882        64
    37.845    37.844         1      3886        64
    37.857    37.856         1      3888        64
    37.933    37.932         1      3897        64
    37.961    37.960         1      3901        64
    37.964    37.963         1      3902        64
    37.973    37.972         1      3903        64
    38.021    38.020         1      3909        64
    38.061    38.060         1      3911        64
    38.220    38.219         1      3930        64
    38.235    38.234         1      3933        64
    38.279    38.278         1      3937        64
    38.348    38.347         1      3944        64
    38.363    38.361         1      3946        64
    38.479    38.474         1      3957        64
    38.526    38.525         1      3964        64
    38.553    38.552         1      3968        64
    38.589    38.588         1      3971        64
    38.674    38.673         1      3975        64
    38.700    38.699         1      3976        64
    38.718    38.717         1      3977        64
    38.747    38.746         1      3979        64
    38.752    38.747         1      3980        64
    38.773    38.772         1      3983        64
    38.820    38.818         1      3991        64
    38.857    38.856         1      3997        64
    38.876    38.872         1      4003        64
    38.930    38.929         1      4008        64
    39.058    39.056         1      4027        64
    39.144    39.143         1      4036        64
    39.148    39.147         1      4037        64
    39.193    39.192         1      4040        64
    39.230    39.229         1      4045        64
    39.253    39.252         1      4047        64
    39.293    39.291         1      4049        64
    39.300    39.299         1      4050        64
    39.316    39.315         1      4053        64
    39.394    39.391         1      4061        64
    39.420    39.419         1      4063        64
    39.454    39.453         1      4068        64
    39.682    39.681         1      4093        64
    39.699    39.698         1      4096        64
    39.766    39.765         1      4100        64
    39.873    39.872         1      4109        64
    39.981    39.979         1      4118        64
    39.994    39.993         1      4119        64
    40.193    40.192         1      4129        64
    40.204    40.203         1      4131        64
    40.331    40.330         1      4140        64
    40.338    40.337         1      4142        64
    40.341    40.340         1      4143        64
    40.367    40.365         1      4146        64
    40.369    40.366         1      4147        64
    40.438    40.436         1      4151        64
    40.507    40.506         1      4156        64
    40.532    40.530         1      4159        64
    40.655    40.654         1      4173        64
    40.664    40.662         1      4175        64
    40.764    40.763         1      4184        64
    40.830    40.829         1      4191        64
    40.835    40.832         1      4193        64
    41.003    41.000         1      4206        64
    41.028    41.027         1      4208        64
    41.085    41.084         1      4212        64
    41.122    41.121         1      4215        64
    41.284    41.283         1      4227        64
    41.374    41.368         1      4236        64
    41.599    41.598         1      4251        64
    41.608    41.607         1      4253        64
    41.708    41.707         1      4266        64
    41.720    41.719         1      4267        64
    41.812    41.809         1      4276        64
    41.857    41.856         1      4283        64
    42.049    42.047         1      4302        64
    42.063    42.059         1      4306        64
    42.196    42.195         1      4319        64
    42.436    42.435         1      4340        64
    42.458    42.457         1      4345        64
    42.517    42.513         1      4355        64
    42.704    42.702         1      4377        64
    42.887    42.886         1      4393        64
    42.940    42.939         1      4395        64
    43.032    43.031         1      4409        64
    43.130    43.129         1      4422        64
    43.175    43.174         1      4429        64
    43.231    43.228         1      4435        64
    43.285    43.281         1      4438        64
    43.402    43.401         1      4446        64
    43.457    43.455         1      4452        64
    43.519    43.517         1      4462        64
    43.592    43.591         1      4469        64
    43.682    43.678         1      4477        64
    43.703    43.702         1      4482        64
    43.972    43.970         1      4502        64
    43.975    43.972         1      4503        64
    44.044    44.042         1      4509        64
    44.086    44.081         1      4512        64
    44.101    44.100         1      4513        64
    44.103    44.102         1      4514        64
    44.130    44.129         1      4517        64
    44.145    44.144         1      4519        64
    44.198    44.196         1      4526        64
    44.226    44.225         1      4530        64
    44.301    44.300         1      4537        64
    44.321    44.319         1      4539        64
    44.360    44.359         1      4543        64
    44.420    44.419         1      4548        64
    44.510    44.509         1      4559        64
    44.538    44.537         1      4560        64
    44.603    44.602         1      4568        64
    44.630    44.627         1      4574        64
    44.633    44.632         1      4575        64
    44.683    44.682         1      4582        64
    44.704    44.700         1      4585        64
    44.720    44.719         1      4586        64
    44.774    44.773         1      4591        64
    44.871    44.869         1      4602        64
    44.896    44.895         1      4604        64
    44.914    44.912         1      4605        64
    45.060    45.058         1      4625        64
    45.121    45.120         1      4631        64
    45.194    45.191         1      4636        64
    45.214    45.212         1      4639        64
    45.228    45.227         1      4641        64
    45.234    45.229         1      4643        64
    45.329    45.325         1      4652        64
    45.559    45.554         1      4668        64
    45.575    45.574         1      4669        64
    45.582    45.581         1      4670        64
    45.628    45.626         1      4677        64
    45.632    45.631         1      4678        64
    45.679    45.678         1      4686        64
    45.699    45.698         1      4689        64
    45.807    45.806         1      4705        64
    45.840    45.839         1      4708        64
    45.979    45.977         1      4720        64
    46.043    46.042         1      4726        64
    46.090    46.089         1      4731        64
    46.093    46.092         1      4732        64
    46.103    46.102         1      4733        64
    46.195    46.194         1      4744        64
    46.327    46.326         1      4759        64
    46.359    46.358         1      4762        64
    46.446    46.445         1      4766        64
    46.509    46.507         1      4771        64
    46.530    46.529         1      4773        64
    46.557    46.556         1      4775        64
    46.613    46.612         1      4780        64
    46.817    46.813         1      4804        64
    46.833    46.832         1      4805        64
    47.025    47.021         1      4827        64
    47.045    47.044         1      4830        64
    47.116    47.112         1      4839        64
    47.124    47.121         1      4842        64
    47.184    47.183         1      4848        64
    47.199    47.198         1      4850        64
    47.221    47.220         1      4852        64
    47.416    47.415         1      4867        64
    47.510    47.509         1      4873        64
    47.513    47.510         1      4874        64
    47.826    47.823         1      4919        64
    47.868    47.866         1      4924        64
    47.919    47.918         1      4931        64
    47.966    47.964         1      4938        64
    48.230    48.229         1      4953        64
    48.315    48.313         1      4960        64
    48.361    48.360         1      4970        64
    48.439    48.436         1      4975        64
    48.442    48.437         1      4976        64
    48.460    48.459         1      4977        64
    48.467    48.463         1      4979        64
    48.471    48.467         1      4980        64
    48.559    48.558         1      4986        64
    48.594    48.589         1      4989        64
    48.671    48.670         1      4993        64
    48.683    48.682         1      4996        64
    48.710    48.709         1      5001        64
    48.740    48.736         1      5004        64
    48.821    48.820         1      5011        64
    48.879    48.878         1      5018        64
    48.952    48.950         1      5025        64
    48.954    48.950         1      5026        64
    48.963    48.962         1      5029        64
    49.029    49.028         1      5037        64
    49.047    49.046         1      5041        64
    49.087    49.086         1      5047        64
    49.103    49.102         1      5050        64
    49.162    49.161         1      5059        64
    49.204    49.203         1      5062        64
    49.245    49.243         1      5066        64
    49.247    49.244         1      5067        64
    49.348    49.347         1      5079        64
    49.431    49.430         1      5090        64
    49.457    49.455         1      5094        64
    49.785    49.784         1      5127        64
    49.820    49.819         1      5131        64
    49.828    49.827         1      5133        64
    49.833    49.832         1      5134        64
    49.977    49.975         1      5142        64
    50.007    50.003         1      5149        64
    50.010    50.009         1      5150        64
    50.059    50.056         1      5156        64
    50.140    50.132         1      5161        64
    50.147    50.145         1      5163        64
    50.255    50.254         1      5174        64
    50.347    50.346         1      5182        64
    50.645    50.644         1      5203        64
    50.694    50.693         1      5209        64
    50.836    50.835         1      5227        64
    50.900    50.899         1      5234        64
    50.903    50.899         1      5235        64
    50.945    50.940         1      5240        64
    51.086    51.085         1      5253        64
    51.095    51.085         1      5254        64
    51.197    51.196         1      5265        64
    51.283    51.282         1      5271        64
    51.312    51.309         1      5277        64
    51.450    51.449         1      5291        64
    51.501    51.500         1      5297        64
    51.541    51.537         1      5302        64
    51.591    51.585         1      5312        64
    51.675    51.674         1      5320        64
    51.710    51.709         1      5321        64
    51.868    51.866         1      5333        64
    51.876    51.875         1      5334        64
    51.879    51.875         1      5335        64
    51.969    51.968         1      5338        64
    52.116    52.115         1      5350        64
    52.128    52.127         1      5351        64
    52.228    52.223         1      5359        64
    52.371    52.370         1      5371        64
    52.463    52.462         1      5383        64
    52.507    52.498         1      5389        64
    52.509    52.506         1      5390        64
    52.542    52.541         1      5399        64
